birdnet_scientific_name,avilist_scientific_name,avibase_id,cornell_code,match_method
Mirafra assamica,Plocealauda assamica,avibase-86345D55,benbus1,clements_english
Mirafra cantillans,Mirafra javanica,avibase-5BFC242D,sinbus6,clements_english
Mirafra cheniana,Mirafra cheniana,avibase-AB507233,latlar1,exact
Mirafra erythrocephala,Plocealauda erythrocephala,avibase-6249B61F,indbus3,clements_english
Mirafra erythroptera,Plocealauda erythroptera,avibase-A9DA95E4,indbus2,clements_english
Mirafra fasciolata,Corypha fasciolata,avibase-8A1D5A9C,eaclar1,clements_english
Mirafra javanica,Mirafra javanica,avibase-5BFC242D,sinbus6,exact
Mirafra passerina,Mirafra passerina,avibase-86E9D9F4,monlar2,exact
Mirafra rufocinnamomea,Amirafra rufocinnamomea,avibase-C49FA9A8,flalar1,clements_english
Mitrephanes phaeocercus,Mitrephanes phaeocercus,avibase-806301B3,tuffly,exact
Mitrospingus cassinii,Mitrospingus cassinii,avibase-D59309B6,duftan1,exact
Mitrospingus oleagineus,Mitrospingus oleagineus,avibase-C9AA6FC9,olbtan1,exact
Mitu salvini,Mitu salvini,avibase-D24A7EA3,salcur1,exact
Mitu tomentosum,Mitu tomentosum,avibase-5C20314D,crecur2,exact
Mitu tuberosum,Mitu tuberosum,avibase-303C9D79,rabcur2,exact
Mixornis bornensis,Mixornis bornensis,avibase-A9C71560,bostib1,exact
Mixornis flavicollis,Mixornis flavicollis,avibase-13F6B3C1,gyctib1,exact
Mixornis gularis,Mixornis gularis,avibase-4E2700ED,sttbab1,exact
Mixornis kelleyi,Mixornis kelleyi,avibase-2804840D,gyftib1,exact
Mniotilta varia,Mniotilta varia,avibase-4D207AF6,bawwar,exact
Modulatrix stictigula,Modulatrix stictigula,avibase-3ADCF52E,spothr1,exact
Mohoua albicilla,Mohoua albicilla,avibase-A117BD8B,whiteh1,exact
Mohoua novaeseelandiae,Mohoua novaeseelandiae,avibase-85C9C593,pipipi1,exact
Mohoua ochrocephala,Mohoua ochrocephala,avibase-F84E1C1E,yellow3,exact
Molothrus aeneus,Molothrus aeneus,avibase-EAEEA093,brocow1,exact
Molothrus ater,Molothrus ater,avibase-1E1AB415,bnhcow,exact
Molothrus bonariensis,Molothrus bonariensis,avibase-AA779804,shicow,exact
Molothrus oryzivorus,Molothrus oryzivorus,avibase-91375A56,giacow,exact
Molothrus rufoaxillaris,Molothrus rufoaxillaris,avibase-524DF588,scrcow1,exact
Momotus aequatorialis,Momotus aequatorialis,avibase-6CAC15FB,higmot1,exact
Momotus coeruliceps,Momotus coeruliceps,avibase-BB7A884C,bucmot1,exact
Momotus lessonii,Momotus lessonii,avibase-AAADA063,bucmot2,exact
Momotus mexicanus,Momotus mexicanus,avibase-16892443,rucmot1,exact
Momotus momota,Momotus momota,avibase-7CE7EB2F,bucmot4,exact
Momotus subrufescens,Momotus subrufescens,avibase-0DB8CE98,bucmot3,exact
Monarcha castaneiventris,Monarcha castaneiventris,avibase-13466813,chbmon1,exact
Monarcha frater,Monarcha frater,avibase-A9D5F566,blwmon1,exact
Monarcha melanopsis,Monarcha melanopsis,avibase-6ADE606E,blfmon1,exact
Monarcha richardsii,Monarcha richardsii,avibase-421C9B38,whcmon1,exact
Monasa atra,Monasa atra,avibase-AD7DEF16,blanun1,exact
Monasa flavirostris,Monasa flavirostris,avibase-0C64158A,yebnun1,exact
Monasa morphoeus,Monasa morphoeus,avibase-567942CC,whfnun1,exact
Monasa nigrifrons,Monasa nigrifrons,avibase-BB158D41,blfnun1,exact
Montecincla fairbanki,Montecincla fairbanki,avibase-7BF8790B,kerlau2,exact
Monticola cinclorhyncha,Monticola cinclorhyncha,avibase-A84C5E18,bcrthr1,exact
Monticola gularis,Monticola gularis,avibase-AC6BC1EC,wtrthr1,exact
Monticola rufiventris,Monticola rufiventris,avibase-7305993C,cbrthr1,exact
Monticola rupestris,Monticola rupestris,avibase-22E11A7D,carthr1,exact
Monticola saxatilis,Monticola saxatilis,avibase-736D38E7,rtrthr1,exact
Monticola sharpei,Monticola sharpei,avibase-17CE23D4,forrot2,exact
Monticola solitarius,Monticola solitarius,avibase-41D76F4B,burthr,exact
Montifringilla blanfordi,Pyrgilauda blanfordi,avibase-5DE8CA02,blasno1,clements_english
Montifringilla nivalis,Montifringilla nivalis,avibase-3E389D03,whwsno1,exact
Montifringilla taczanowskii,Onychostruthus taczanowskii,avibase-B0303029,whrsno1,clements_english
Morococcyx erythropygus,Morococcyx erythropygus,avibase-BE08306A,legcuc1,exact
Morphnarchus princeps,Morphnarchus princeps,avibase-C39D115A,barhaw1,exact
Morphnus guianensis,Morphnus guianensis,avibase-E19434C9,creeag1,exact
Morus bassanus,Morus bassanus,avibase-534FB490,norgan,exact
Motacilla aguimp,Motacilla aguimp,avibase-CE7D41A6,afpwag1,exact
Motacilla alba,Motacilla alba,avibase-400E032C,whiwag,exact
Motacilla capensis,Motacilla capensis,avibase-4F2CC293,capwag1,exact
Motacilla cinerea,Motacilla cinerea,avibase-AE073221,grywag,exact
Motacilla citreola,Motacilla citreola,avibase-5B0295C1,citwag,exact
Motacilla clara,Motacilla clara,avibase-747B3A52,mouwag1,exact
Motacilla flava,Motacilla flava,avibase-5983D677,eaywag1,exact
Motacilla flaviventris,Motacilla flaviventris,avibase-B034A3E6,madwag1,exact
Motacilla grandis,Motacilla grandis,avibase-B9F2A8B6,japwag1,exact
Motacilla maderaspatensis,Motacilla maderaspatensis,avibase-F75CF94C,whbwag1,exact
Motacilla tschutschensis,Motacilla tschutschensis,avibase-5487B650,eaywag,exact
Mulleripicus fulvus,Mulleripicus fulvus,avibase-8D1CF2FF,ashwoo1,exact
Mulleripicus pulverulentus,Mulleripicus pulverulentus,avibase-F6ED89EE,grswoo1,exact
Muscicapa adusta,Muscicapa adusta,avibase-6E95C4A9,afdfly1,exact
Muscicapa aquatica,Muscicapa aquatica,avibase-77F0C62C,swafly3,exact
Muscicapa dauurica,Muscicapa dauurica,avibase-585D0B1A,asbfly,exact
Muscicapa ferruginea,Muscicapa ferruginea,avibase-2DA49BD5,ferfly1,exact
Muscicapa griseisticta,Muscicapa griseisticta,avibase-B4FF5927,gysfly1,exact
Muscicapa muttui,Muscicapa muttui,avibase-472841E9,brbfly2,exact
Muscicapa sibirica,Muscicapa sibirica,avibase-BCB683C2,dasfly,exact
Muscicapa striata,Muscicapa striata,avibase-EE8206E7,spofly1,exact
Muscicapa williamsoni,Muscicapa williamsoni,avibase-119680B1,bnsfly1,exact
Muscigralla brevicauda,Muscigralla brevicauda,avibase-C1450281,stftyr1,exact
Muscipipra vetula,Muscipipra vetula,avibase-F2935FD2,shtgrt1,exact
Muscisaxicola albilora,Muscisaxicola albilora,avibase-16B45960,wbgtyr1,exact
Muscisaxicola maculirostris,Muscisaxicola maculirostris,avibase-DC8BFB79,sbgtyr1,exact
Musophaga rossae,Tauraco rossae,avibase-2C7BA3A6,rostur1,clements_english
Mustelirallus albicollis,Mustelirallus albicollis,avibase-65A6922D,astcra1,exact
Mustelirallus erythrops,Mustelirallus erythrops,avibase-993DE54F,pabcra,exact
Myadestes coloratus,Myadestes coloratus,avibase-6EFA5695,varsol1,exact
Myadestes elisabeth,Myadestes elisabeth,avibase-6FD86A69,cubsol1,exact
Myadestes genibarbis,Myadestes genibarbis,avibase-FE142904,rutsol1,exact
Myadestes melanops,Myadestes melanops,avibase-F76226A8,blfsol1,exact
Myadestes obscurus,Myadestes obscurus,avibase-A1C41A3F,omao,exact
Myadestes occidentalis,Myadestes occidentalis,avibase-E4DF8DBE,brbsol1,exact
Myadestes palmeri,Myadestes palmeri,avibase-62B955D3,puaioh,exact
Myadestes ralloides,Myadestes ralloides,avibase-8FE62CA5,andsol1,exact
Myadestes townsendi,Myadestes townsendi,avibase-5459228D,towsol,exact
Myadestes unicolor,Myadestes unicolor,avibase-E294A36A,slcsol1,exact
Mycerobas affinis,Mycerobas affinis,avibase-F7B5C386,colgro1,exact
Mycerobas carnipes,Mycerobas carnipes,avibase-E3BD8022,whwgro1,exact
Mycerobas icterioides,Mycerobas icterioides,avibase-91A4FA36,baygro1,exact
Mycteria americana,Mycteria americana,avibase-19196211,woosto,exact
Mycteria leucocephala,Mycteria leucocephala,avibase-547013E2,paisto1,exact
Myiagra alecto,Myiagra alecto,avibase-CE626FAD,shifly1,exact
Myiagra caledonica,Myiagra caledonica,avibase-9C27FAE0,melfly1,exact
Myiagra cyanoleuca,Myiagra cyanoleuca,avibase-32EAD9E6,satfly1,exact
Myiagra ferrocyanea,Myiagra ferrocyanea,avibase-84E82B76,stbfly1,exact
Myiagra galeata,Myiagra galeata,avibase-052CD650,molfly1,exact
Myiagra inquieta,Myiagra inquieta,avibase-D15675EE,resfly1,exact
Myiagra nana,Myiagra nana,avibase-FC57A59E,papfly1,exact
Myiagra rubecula,Myiagra rubecula,avibase-CCCF40F2,leafly2,exact
Myiagra ruficollis,Myiagra ruficollis,avibase-EAF37025,brbfly1,exact
Myiagra vanikorensis,Myiagra vanikorensis,avibase-46DFA747,vanfly1,exact
Myiarchus antillarum,Myiarchus antillarum,avibase-FCF63BDD,purfly1,exact
Myiarchus apicalis,Myiarchus apicalis,avibase-AA902955,apifly1,exact
Myiarchus barbirostris,Myiarchus barbirostris,avibase-D0DB8932,sadfly1,exact
Myiarchus cephalotes,Myiarchus cephalotes,avibase-C7D1E218,paefly1,exact
Myiarchus cinerascens,Myiarchus cinerascens,avibase-E0A04985,astfly,exact
Myiarchus crinitus,Myiarchus crinitus,avibase-8D6D5F2B,grcfly,exact
Myiarchus ferox,Myiarchus ferox,avibase-825CACEF,shcfly1,exact
Myiarchus nuttingi,Myiarchus nuttingi,avibase-59A53D8B,nutfly,exact
Myiarchus panamensis,Myiarchus panamensis,avibase-2A2A4A6F,panfly1,exact
Myiarchus phaeocephalus,Myiarchus phaeocephalus,avibase-A5894F7C,socfly2,exact
Myiarchus sagrae,Myiarchus sagrae,avibase-A7BEC2BF,lasfly,exact
Myiarchus stolidus,Myiarchus stolidus,avibase-638BF4C5,stofly1,exact
Myiarchus swainsoni,Myiarchus swainsoni,avibase-EF21F7B5,swafly1,exact
Myiarchus tuberculifer,Myiarchus tuberculifer,avibase-3D57A982,ducfly,exact
Myiarchus tyrannulus,Myiarchus tyrannulus,avibase-FC9E06A0,bncfly,exact
Myiarchus venezuelensis,Myiarchus venezuelensis,avibase-A1288AF2,venfly1,exact
Myiarchus yucatanensis,Myiarchus yucatanensis,avibase-E920B48D,yucfly1,exact
Myiobius atricaudus,Myiobius atricaudus,avibase-608B8260,bltfly1,exact
Myiobius barbatus,Myiobius barbatus,avibase-EC9D7A78,whifly1,exact
Myiobius sulphureipygius,Myiobius sulphureipygius,avibase-40F33966,surfly1,exact
Myioborus albifrons,Myioborus albifrons,avibase-5B59921E,whfred2,exact
Myioborus brunniceps,Myioborus brunniceps,avibase-9E76EA56,brcred1,exact
Myioborus castaneocapilla,Myioborus castaneocapilla,avibase-B19969D1,tepred1,exact
Myioborus flavivertex,Myioborus flavivertex,avibase-5B7A8931,yecred1,exact
Myioborus melanocephalus,Myioborus melanocephalus,avibase-A02798C6,spered1,exact
Myioborus miniatus,Myioborus miniatus,avibase-CB8A9437,sltred,exact
Myioborus ornatus,Myioborus ornatus,avibase-0A4A6CF7,gofred1,exact
Myioborus pictus,Myioborus pictus,avibase-3255D987,paired,exact
Myioborus torquatus,Myioborus torquatus,avibase-7CE22946,colred1,exact
Myiodynastes bairdii,Myiodynastes bairdii,avibase-977CA271,baifly1,exact
Myiodynastes chrysocephalus,Myiodynastes chrysocephalus,avibase-BB58F50E,gocfly1,exact
Myiodynastes hemichrysus,Myiodynastes hemichrysus,avibase-D460A5CB,gobfly1,exact
Myiodynastes luteiventris,Myiodynastes luteiventris,avibase-9DBB70D5,subfly,exact
Myiodynastes maculatus,Myiodynastes maculatus,avibase-D94C6177,strfly1,exact
Myiomela leucura,Myiomela leucura,avibase-AFE66C21,whtrob2,exact
Myiopagis caniceps,Myiopagis caniceps,avibase-EA9AA95C,gryela3,exact
Myiopagis flavivertex,Myiopagis flavivertex,avibase-890CA872,yecela1,exact
Myiopagis gaimardii,Myiopagis gaimardii,avibase-54EC5236,forela1,exact
Myiopagis olallai,Myiopagis olallai,avibase-DF86AF36,fooela1,exact
Myiopagis subplacens,Myiopagis subplacens,avibase-31842F4A,pacela1,exact
Myiopagis viridicata,Myiopagis viridicata,avibase-F219499B,greela,exact
Myiophobus cryptoxanthus,Myiophobus cryptoxanthus,avibase-512BC132,olcfly1,exact
Myiophobus fasciatus,Myiophobus fasciatus,avibase-0402B179,brcfly1,exact
Myiophobus flavicans,Myiophobus flavicans,avibase-5D79CB29,flafly2,exact
Myiophobus phoenicomitra,Myiophobus phoenicomitra,avibase-F9FB9FEE,orcfly1,exact
Myiopsitta monachus,Myiopsitta monachus,avibase-35810386,monpar,exact
Myiornis albiventris,Myiornis albiventris,avibase-D90821DF,wbptyr1,exact
Myiornis atricapillus,Myiornis atricapillus,avibase-F238A131,bcptyr1,exact
Myiornis auricularis,Myiornis auricularis,avibase-20DB761B,eaptyr1,exact
Myiornis ecaudatus,Myiornis ecaudatus,avibase-B452B696,stptyr1,exact
Myiotheretes fumigatus,Myiotheretes fumigatus,avibase-0E03869D,smbtyr2,exact
Myiotheretes fuscorufus,Myiotheretes fuscorufus,avibase-DF0FEF41,rbbtyr1,exact
Myiotheretes pernix,Myiotheretes pernix,avibase-EA2A3AC2,smbtyr1,exact
Myiotheretes striaticollis,Myiotheretes striaticollis,avibase-8200F58C,stbtyr1,exact
Myiothlypis basilica,Myiothlypis basilica,avibase-FFEF8EFD,samwar1,exact
Myiothlypis bivittata,Myiothlypis bivittata,avibase-57507009,twbwar1,exact
Myiothlypis chrysogaster,Myiothlypis chrysogaster,avibase-661FFC6F,gobwar3,exact
Myiothlypis cinereicollis,Myiothlypis cinereicollis,avibase-69D734FB,gytwar1,exact
Myiothlypis conspicillata,Myiothlypis conspicillata,avibase-BA47292D,whlwar1,exact
Myiothlypis coronata,Myiothlypis coronata,avibase-99F5D09F,rucwar1,exact
Myiothlypis flaveola,Myiothlypis flaveola,avibase-40BD9900,flawar1,exact
Myiothlypis fraseri,Myiothlypis fraseri,avibase-A04DCB6C,gagwar2,exact
Myiothlypis fulvicauda,Myiothlypis fulvicauda,avibase-0232E9DC,burwar1,exact
Myiothlypis leucoblephara,Myiothlypis leucoblephara,avibase-D65E2A9D,whbwar2,exact
Myiothlypis leucophrys,Myiothlypis leucophrys,avibase-27DCCC29,whswar2,exact
Myiothlypis luteoviridis,Myiothlypis luteoviridis,avibase-9F080871,citwar1,exact
Myiothlypis nigrocristata,Myiothlypis nigrocristata,avibase-3D4F2A70,blcwar2,exact
Myiothlypis rivularis,Myiothlypis rivularis,avibase-A80CFACA,rivwar1,exact
Myiothlypis signata,Myiothlypis signata,avibase-BBD736B2,palwar1,exact
Myiotriccus ornatus,Myiotriccus ornatus,avibase-8897A0C5,ornfly1,exact
Myiozetetes cayanensis,Myiozetetes cayanensis,avibase-B384278C,rumfly1,exact
Myiozetetes granadensis,Myiozetetes granadensis,avibase-DCCFF7D4,grcfly1,exact
Myiozetetes luteiventris,Myiozetetes luteiventris,avibase-D486B51A,ducfly2,exact
Myiozetetes similis,Myiozetetes similis,avibase-468B520C,socfly1,exact
Myophonus caeruleus,Myophonus caeruleus,avibase-DE6C227D,blwthr1,exact
Myophonus horsfieldii,Myophonus horsfieldii,avibase-1C4DA989,mawthr1,exact
Myophonus insularis,Myophonus insularis,avibase-5420A5B7,fowthr1,exact
Myophonus melanurus,Myophonus melanurus,avibase-DF2951BF,shwthr1,exact
Myornis senilis,Myornis senilis,avibase-EFE9D5AA,asctap1,exact
Myrmeciza longipes,Myrmeciza longipes,avibase-40373FE1,whbant1,exact
Myrmecocichla aethiops,Myrmecocichla aethiops,avibase-E09F7223,noacha1,exact
Myrmecocichla arnotti,Myrmecocichla arnotti,avibase-535524BE,whbcha2,exact
Myrmecocichla formicivora,Myrmecocichla formicivora,avibase-400A83B9,soacha1,exact
Myrmecocichla monticola,Myrmecocichla monticola,avibase-3B26A7B2,mouwhe1,exact
Myrmecocichla nigra,Myrmecocichla nigra,avibase-B55BADC1,soocha1,exact
Myrmelastes humaythae,Myrmelastes humaythae,avibase-345A6DFB,humant1,exact
Myrmelastes hyperythrus,Myrmelastes hyperythrus,avibase-85D49ECB,pluant1,exact
Myrmelastes leucostigma,Myrmelastes leucostigma,avibase-9736A466,spwant3,exact
Myrmelastes rufifacies,Myrmelastes rufifacies,avibase-29F66F57,rufant4,exact
Myrmelastes schistaceus,Myrmelastes schistaceus,avibase-3587F35B,slcant3,exact
Myrmoborus leucophrys,Myrmoborus leucophrys,avibase-C9620F9F,whbant6,exact
Myrmoborus lophotes,Myrmoborus lophotes,avibase-2EBCC761,whlant1,exact
Myrmoborus lugubris,Myrmoborus lugubris,avibase-8484C800,asbant1,exact
Myrmoborus melanurus,Myrmoborus melanurus,avibase-04CD9946,bltant1,exact
Myrmoborus myotherinus,Myrmoborus myotherinus,avibase-F5CD9018,blfant2,exact
Myrmochanes hemileucus,Myrmochanes hemileucus,avibase-A1CB6912,bawant1,exact
Myrmoderus ferrugineus,Myrmoderus ferrugineus,avibase-228DEA40,febant1,exact
Myrmoderus loricatus,Myrmoderus loricatus,avibase-0161CAAD,whbant4,exact
Myrmoderus ruficauda,Myrmoderus ruficauda,avibase-8926D22A,scaant3,exact
Myrmoderus squamosus,Myrmoderus squamosus,avibase-A17A24AF,squant1,exact
Myrmophylax atrothorax,Myrmophylax atrothorax,avibase-6877831A,bltant2,exact
Myrmorchilus strigilatus,Myrmorchilus strigilatus,avibase-0DEDC45C,stbant2,exact
Myrmornis torquata,Myrmornis torquata,avibase-913CC0AD,wibant1,exact
Myrmothera berlepschi,Myrmothera berlepschi,avibase-B7FFE09E,amaant1,exact
Myrmothera campanisona,Myrmothera campanisona,avibase-A54A1842,thlant2,exact
Myrmothera dives,Myrmothera dives,avibase-FF02D7B1,thiant1,exact
Myrmothera fulviventris,Myrmothera fulviventris,avibase-601048C6,whlant2,exact
Myrmothera simplex,Myrmothera simplex,avibase-FEBA3A57,tepant1,exact
Myrmothera subcanescens,Myrmothera subcanescens,avibase-4C1F9C2A,thlant3,exact
Myrmotherula ambigua,Myrmotherula ambigua,avibase-662DB38F,yetant1,exact
Myrmotherula assimilis,Myrmotherula assimilis,avibase-A5BD6149,leaant1,exact
Myrmotherula axillaris,Myrmotherula axillaris,avibase-76C308FC,whfant2,exact
Myrmotherula brachyura,Myrmotherula brachyura,avibase-64B34CDD,pygant1,exact
Myrmotherula cherriei,Myrmotherula cherriei,avibase-4B4619CD,cheant1,exact
Myrmotherula ignota,Myrmotherula ignota,avibase-20E51271,mouant,exact
Myrmotherula iheringi,Myrmotherula iheringi,avibase-87FE9014,iheant1,exact
Myrmotherula klagesi,Myrmotherula klagesi,avibase-BAD49093,klaant1,exact
Myrmotherula longicauda,Myrmotherula longicauda,avibase-61451A0A,stcant4,exact
Myrmotherula longipennis,Myrmotherula longipennis,avibase-C80BFFF7,lowant1,exact
Myrmotherula menetriesii,Myrmotherula menetriesii,avibase-3DD03F2C,gryant1,exact
Myrmotherula minor,Myrmotherula minor,avibase-5CCA0332,salant1,exact
Myrmotherula multostriata,Myrmotherula multostriata,avibase-EA002FFA,amasta1,exact
Myrmotherula pacifica,Myrmotherula pacifica,avibase-9E1460BD,pacant,exact
Myrmotherula schisticolor,Myrmotherula schisticolor,avibase-CF8A3394,slaant1,exact
Myrmotherula sclateri,Myrmotherula sclateri,avibase-A5AC7DC8,sclant1,exact
Myrmotherula surinamensis,Myrmotherula surinamensis,avibase-C6635857,guista1,exact
Myrmotherula unicolor,Myrmotherula unicolor,avibase-1A166C56,uniant1,exact
Myrmotherula urosticta,Myrmotherula urosticta,avibase-7C4DDF9C,batant3,exact
Myrtis fanny,Myrtis fanny,avibase-18D09F79,pucwoo1,exact
Mystacornis crossleyi,Mystacornis crossleyi,avibase-9E483E48,crobab1,exact
Myza sarasinorum,Myza sarasinorum,avibase-1EF6616D,grshon1,exact
Myzomela cardinalis,Myzomela cardinalis,avibase-6E4B550C,carmyz1,exact
Myzomela erythrocephala,Myzomela erythrocephala,avibase-CEE16E70,rehmyz1,exact
Myzomela obscura,Myzomela obscura,avibase-94C17280,dusmyz5,exact
Myzomela rosenbergii,Myzomela rosenbergii,avibase-75B19C28,recmyz1,exact
Myzomela rubratra,Myzomela rubratra,avibase-45B5DE59,micmyz1,exact
Myzomela sanguinolenta,Myzomela sanguinolenta,avibase-F3E41C51,scamyz1,exact
Nannopsittaca panychlora,Nannopsittaca panychlora,avibase-7F285393,teppar1,exact
Nannopterum auritum,Nannopterum auritum,avibase-3AC46C54,doccor,exact
Nannopterum brasilianum,Nannopterum brasilianum,avibase-56036504,neocor,exact
Napothera danjoui,Napothera danjoui,avibase-D6493AE5,stsbab1,exact
Napothera epilepidota,Napothera epilepidota,avibase-F8F526E4,eywbab1,exact
Napothera malacoptila,Napothera malacoptila,avibase-9293E8A9,lbwbab1,exact
Nasica longirostris,Nasica longirostris,avibase-C74E7545,lobwoo1,exact
Nectarinia famosa,Nectarinia famosa,avibase-26F27894,malsun1,exact
Nectarinia kilimensis,Nectarinia kilimensis,avibase-D4F9B273,brosun1,exact
Nemosia pileata,Nemosia pileata,avibase-B112B157,hootan1,exact
Nengetus cinereus,Nengetus cinereus,avibase-314EEE94,grymon1,exact
Neochmia phaeton,Neochmia phaeton,avibase-F8A8E284,crifin1,exact
Neochmia temporalis,Neochmia temporalis,avibase-4359B503,rebfir1,exact
Neocossyphus finschi,Stizorhina finschi,avibase-6DD922F2,fifthr1,clements_english
Neocossyphus fraseri,Stizorhina fraseri,avibase-031AC7C9,rufthr1,clements_english
Neocossyphus poensis,Neocossyphus poensis,avibase-0BD37CDF,wtathr1,exact
Neocossyphus rufus,Neocossyphus rufus,avibase-90FDC4CC,rtathr1,exact
Neoctantes niger,Neoctantes niger,avibase-65C3F16E,blabus1,exact
Neomixis striatigula,Neomixis striatigula,avibase-6FD7A5BC,sttjer1,exact
Neomixis tenella,Neomixis tenella,avibase-62D4A4C8,comjer1,exact
Neomorphus geoffroyi,Neomorphus geoffroyi,avibase-28261C35,rvgcuc1,exact
Neomorphus rufipennis,Neomorphus rufipennis,avibase-712BCA85,rwgcuc1,exact
Neopelma aurifrons,Neopelma aurifrons,avibase-5937195C,witman1,exact
Neopelma chrysocephalum,Neopelma chrysocephalum,avibase-CBFD1721,sctman1,exact
Neopelma chrysolophum,Neopelma chrysolophum,avibase-83354540,sdmman1,exact
Neopelma pallescens,Neopelma pallescens,avibase-A0796435,pbtman1,exact
Neopelma sulphureiventer,Neopelma sulphureiventer,avibase-AC2FFCAC,sbtman1,exact
