birdnet_scientific_name,avilist_scientific_name,avibase_id,cornell_code,match_method
Lonchura castaneothorax,Lonchura castaneothorax,avibase-468F5860,chbmun1,exact
Lonchura kelaarti,Lonchura kelaarti,avibase-9138891C,bltmun1,exact
Lonchura leucogastroides,Lonchura leucogastroides,avibase-C4445409,javmun1,exact
Lonchura maja,Lonchura maja,avibase-E92CE1F0,whhmun1,exact
Lonchura malacca,Lonchura malacca,avibase-937B5409,trimun,exact
Lonchura punctulata,Lonchura punctulata,avibase-6D4F72B1,nutman,exact
Lonchura striata,Lonchura striata,avibase-22BE6FC5,whrmun,exact
Lophaetus occipitalis,Lophaetus occipitalis,avibase-14B9664A,loceag1,exact
Lophoceros alboterminatus,Lophoceros alboterminatus,avibase-1FDA0172,crohor1,exact
Lophoceros camurus,Lophoceros camurus,avibase-53D72911,rbdhor1,exact
Lophoceros fasciatus,Lophoceros fasciatus,avibase-4B8F7AF5,afphor3,exact
Lophoceros hemprichii,Lophoceros hemprichii,avibase-6D72B23C,hemhor1,exact
Lophoceros nasutus,Lophoceros nasutus,avibase-0CCD664D,afghor1,exact
Lophochroa leadbeateri,Cacatua leadbeateri,avibase-E39FD99C,pincoc1,clements_english
Lophodytes cucullatus,Lophodytes cucullatus,avibase-60E6081E,hoomer,exact
Lophonetta specularioides,Lophonetta specularioides,avibase-079F846A,creduc1,exact
Lophophanes cristatus,Lophophanes cristatus,avibase-E5531933,cretit2,exact
Lophophanes dichrous,Lophophanes dichrous,avibase-85491713,gyctit1,exact
Lophophorus impejanus,Lophophorus impejanus,avibase-F57FA437,himmon1,exact
Lophorina superba,Lophorina superba,avibase-54154974,vosbop1,exact
Lophostrix cristata,Lophostrix cristata,avibase-4DC2A2BF,creowl1,exact
Lophotriccus eulophotes,Lophotriccus eulophotes,avibase-5B7A0B33,lcptyr1,exact
Lophotriccus galeatus,Lophotriccus galeatus,avibase-AD336ABC,heptyr1,exact
Lophotriccus pileatus,Lophotriccus pileatus,avibase-ACC831CF,scptyr1,exact
Lophotriccus vitiosus,Lophotriccus vitiosus,avibase-85F4E491,dbptyr1,exact
Lophotriorchis kienerii,Lophotriorchis kienerii,avibase-BEB2A9A8,rubeag2,exact
Lophura leucomelanos,Lophura leucomelanos,avibase-93A17734,kalphe,exact
Loriculus beryllinus,Loriculus beryllinus,avibase-424E35B4,cehpar1,exact
Loriculus galgulus,Loriculus galgulus,avibase-34FA84EF,bchpar1,exact
Loriculus philippensis,Loriculus philippensis,avibase-DDFD5D91,phihap1,exact
Loriculus vernalis,Loriculus vernalis,avibase-A5FA764B,vehpar1,exact
Loriotus cristatus,Loriotus cristatus,avibase-C9AFBE36,flctan1,exact
Loriotus luctuosus,Loriotus luctuosus,avibase-47CB5669,whstan1,exact
Lorius chlorocercus,Lorius chlorocercus,avibase-8EFBF8E5,yeblor1,exact
Lorius lory,Lorius lory,avibase-451B7837,blclor1,exact
Loxia curvirostra,Loxia curvirostra,avibase-135564AA,redcro,exact
Loxia leucoptera,Loxia leucoptera,avibase-80C297E6,whwcro,exact
Loxia pytyopsittacus,Loxia pytyopsittacus,avibase-CAAD3E23,parcro2,exact
Loxia scotica,Loxia scotica,avibase-74FCC44D,scocro1,exact
Loxia sinesciuris,Loxia sinesciuris,avibase-5627C990,redcro9,exact
Loxigilla noctis,Loxigilla noctis,avibase-B371AC33,leabul1,exact
Loxioides bailleui,Loxioides bailleui,avibase-6B31D099,palila,exact
Loxops caeruleirostris,Loxops caeruleirostris,avibase-0F8900D1,akekee,exact
Loxops coccineus,Loxops coccineus,avibase-B690DF97,akepa1,exact
Loxops mana,Loxops mana,avibase-DD65F272,hawcre,exact
Lullula arborea,Lullula arborea,avibase-742EC2F1,woolar1,exact
Lurocalis rufiventris,Lurocalis rufiventris,avibase-FC8265D9,rubnig1,exact
Lurocalis semitorquatus,Lurocalis semitorquatus,avibase-518ADDBC,shtnig1,exact
Luscinia luscinia,Luscinia luscinia,avibase-6EC66752,thrnig1,exact
Luscinia megarhynchos,Luscinia megarhynchos,avibase-7C7F0DEE,comnig1,exact
Luscinia phaenicuroides,Luscinia phaenicuroides,avibase-789DEC69,whbred1,exact
Luscinia svecica,Luscinia svecica,avibase-AFD6FD81,blueth,exact
Lybius bidentatus,Pogonornis bidentatus,avibase-439FE608,dotbar1,clements_english
Lybius guifsobalito,Lybius guifsobalito,avibase-0D419595,blbbar3,exact
Lybius torquatus,Lybius torquatus,avibase-8C50CB2D,blcbar1,exact
Lybius vieilloti,Lybius vieilloti,avibase-7DE8EBBA,viebar1,exact
Lycocorax pyrrhopterus,Lycocorax pyrrhopterus,avibase-EED2D4AE,paradi2,exact
Lymnocryptes minimus,Lymnocryptes minimus,avibase-1A15F0C6,jacsni,exact
Lyncornis macrotis,Lyncornis macrotis,avibase-C5E15B31,grenig1,exact
Lyncornis temminckii,Lyncornis temminckii,avibase-3DBEFCA5,malnig1,exact
Lyrurus tetrix,Lyrurus tetrix,avibase-D4441CD6,blagro1,exact
Machaerirhynchus flaviventer,Machaerirhynchus flaviventer,avibase-A7DBA3E6,yebboa1,exact
Machaerirhynchus nigripectus,Machaerirhynchus nigripectus,avibase-7A20EBB0,blbboa1,exact
Machaeropterus deliciosus,Machaeropterus deliciosus,avibase-D76775F3,clwman1,exact
Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,avibase-F142A496,ficman1,exact
Machaeropterus regulus,Machaeropterus regulus,avibase-FCA41C81,strman2,exact
Machaeropterus striolatus,Machaeropterus striolatus,avibase-B4FFD399,strman5,exact
Macheiramphus alcinus,Macheiramphus alcinus,avibase-DAE4C523,bathaw1,exact
Machetornis rixosa,Machetornis rixosa,avibase-87874F97,cattyr,exact
Machlolophus aplonotus,Machlolophus aplonotus,avibase-F45DB0EB,indtit1,exact
Machlolophus holsti,Machlolophus holsti,avibase-171B0084,yeltit2,exact
Machlolophus nuchalis,Machlolophus nuchalis,avibase-ACF0445B,whwtit2,exact
Machlolophus spilonotus,Machlolophus spilonotus,avibase-AEF498CA,yectit1,exact
Machlolophus xanthogenys,Machlolophus xanthogenys,avibase-885D7623,blltit1,exact
Mackenziaena leachii,Mackenziaena leachii,avibase-B165F898,latant1,exact
Mackenziaena severa,Mackenziaena severa,avibase-BE8716E0,tufant1,exact
Macroagelaius imthurni,Macroagelaius imthurni,avibase-4778FAB7,gotgra1,exact
Macroagelaius subalaris,Macroagelaius subalaris,avibase-7290E17C,mougra1,exact
Macronus ptilosus,Macronus ptilosus,avibase-462272BA,fbtbab1,exact
Macronus striaticeps,Macronus striaticeps,avibase-0CE8B173,brtbab1,exact
Macronyx capensis,Macronyx capensis,avibase-CA742F9D,ortlon1,exact
Macronyx croceus,Macronyx croceus,avibase-0D9BFED1,yetlon1,exact
Macronyx fuelleborni,Macronyx fuelleborni,avibase-14CFB78A,fuelon2,exact
Macropygia amboinensis,Macropygia amboinensis,avibase-A0F0F910,sbcdov1,exact
Macropygia doreya,Macropygia doreya,avibase-A8BFA3EA,sulcud1,exact
Macropygia mackinlayi,Macropygia mackinlayi,avibase-A497EDE2,macdov1,exact
Macropygia phasianella,Macropygia phasianella,avibase-1CFF2F57,brcdov1,exact
Macropygia ruficeps,Macropygia ruficeps,avibase-890C54C3,licdov1,exact
Macropygia tenuirostris,Macropygia tenuirostris,avibase-C1066969,phcdov1,exact
Macropygia unchall,Macropygia unchall,avibase-C0181886,bacdov1,exact
Macrosphenus concolor,Macrosphenus concolor,avibase-E5CA98CA,grylon1,exact
Macrosphenus flavicans,Macrosphenus flavicans,avibase-931B81D9,yellon1,exact
Macrosphenus kempi,Macrosphenus kempi,avibase-CE04A51B,kemlon1,exact
Magumma parva,Magumma parva,avibase-55DDF05C,aniani,exact
Malacocincla abbotti,Malacocincla abbotti,avibase-B0AD6BC8,abbbab1,exact
Malacocincla sepiaria,Malacocincla sepiaria,avibase-0C21DA3C,horbab2,exact
Malaconotus blanchoti,Malaconotus blanchoti,avibase-641068BB,gyhbus1,exact
Malacopteron affine,Malacopteron affine,avibase-B7AA8B6E,socbab1,exact
Malacopteron cinereum,Malacopteron cinereum,avibase-9AB7E1FF,sccbab1,exact
Malacopteron magnirostre,Malacopteron magnirostre,avibase-7DB7D6CE,moubab1,exact
Malacopteron magnum,Malacopteron magnum,avibase-A23AFA06,rucbab2,exact
Malacoptila fulvogularis,Malacoptila fulvogularis,avibase-0C9C7247,blspuf1,exact
Malacoptila fusca,Malacoptila fusca,avibase-6D14FBBA,whcpuf1,exact
Malacoptila mystacalis,Malacoptila mystacalis,avibase-C1804C72,moupuf1,exact
Malacoptila panamensis,Malacoptila panamensis,avibase-46451CCE,whwpuf1,exact
Malacoptila rufa,Malacoptila rufa,avibase-ECC19533,runpuf1,exact
Malacoptila semicincta,Malacoptila semicincta,avibase-F767642A,sempuf1,exact
Malacoptila striata,Malacoptila striata,avibase-14169477,crcpuf1,exact
Malacorhynchus membranaceus,Malacorhynchus membranaceus,avibase-FE03DD1E,pieduc1,exact
Malcorus pectoralis,Malcorus pectoralis,avibase-A1CA4EB2,ruewar2,exact
Malia grata,Malia grata,avibase-974B0A63,malia1,exact
Malimbus nitens,Malimbus nitens,avibase-E27AFD14,gramal1,exact
Malindangia mcgregori,Malindangia mcgregori,avibase-6D80F120,mcgcus1,exact
Malurus alboscapulatus,Malurus alboscapulatus,avibase-17EAFC11,whsfai1,exact
Malurus amabilis,Malurus amabilis,avibase-02B9E930,lovfai1,exact
Malurus assimilis,Malurus assimilis,avibase-549957F4,varfai1,exact
Malurus cyaneus,Malurus cyaneus,avibase-DAC72D07,supfai1,exact
Malurus cyanocephalus,Malurus cyanocephalus,avibase-547E21A1,empfai1,exact
Malurus elegans,Malurus elegans,avibase-378EF7E4,rewfai1,exact
Malurus lamberti,Malurus lamberti,avibase-468816FA,varfai5,exact
Malurus leucopterus,Malurus leucopterus,avibase-09FF44CF,whwfai1,exact
Malurus melanocephalus,Malurus melanocephalus,avibase-0E9290F8,rebfai1,exact
Malurus splendens,Malurus splendens,avibase-A334276B,splfai1,exact
Manacus aurantiacus,Manacus aurantiacus,avibase-3C01B44C,orcman1,exact
Manacus candei,Manacus candei,avibase-9DF85999,whcman1,exact
Manacus manacus,Manacus manacus,avibase-091F833E,whbman1,exact
Manacus vitellinus,Manacus vitellinus,avibase-84F26B47,gocman1,exact
Manorina flavigula,Manorina flavigula,avibase-A2D30980,yetmin1,exact
Manorina melanocephala,Manorina melanocephala,avibase-585D688F,noimin1,exact
Manorina melanophrys,Manorina melanophrys,avibase-7E6D62E4,belmin1,exact
Mareca americana,Mareca americana,avibase-D201EB72,amewig,exact
Mareca falcata,Mareca falcata,avibase-978D4485,falduc,exact
Mareca penelope,Mareca penelope,avibase-15EE0D36,eurwig,exact
Mareca sibilatrix,Mareca sibilatrix,avibase-0B8AF41F,chiwig1,exact
Mareca strepera,Mareca strepera,avibase-C235A4D7,gadwal,exact
Margarops fuscatus,Margarops fuscatus,avibase-C2A16FAE,peethr1,exact
Margarornis rubiginosus,Margarornis rubiginosus,avibase-8FF7B7BB,rudtre1,exact
Margarornis squamiger,Margarornis squamiger,avibase-CDBA9E0C,peatre1,exact
Masius chrysopterus,Masius chrysopterus,avibase-2F4691A7,gowman1,exact
Mazaria propinqua,Mazaria propinqua,avibase-DB42555B,whbspi1,exact
Mecocerculus hellmayri,Mecocerculus hellmayri,avibase-C5B7FACC,bubtyr1,exact
Mecocerculus leucophrys,Mecocerculus leucophrys,avibase-AA12C545,whttyr2,exact
Mecocerculus minor,Mecocerculus minor,avibase-95D9C295,subtyr1,exact
Mecocerculus poecilocercus,Mecocerculus poecilocercus,avibase-A8BB18CD,whttyr1,exact
Mecocerculus stictopterus,Mecocerculus stictopterus,avibase-15F3B9EC,whbtyr1,exact
Megaceryle alcyon,Megaceryle alcyon,avibase-3558066B,belkin1,exact
Megaceryle lugubris,Megaceryle lugubris,avibase-BE8DC16C,crekin1,exact
Megaceryle maxima,Megaceryle maxima,avibase-F51C1C4A,giakin3,exact
Megaceryle torquata,Megaceryle torquata,avibase-5EFB075F,rinkin1,exact
Megalurus palustris,Megalurus palustris,avibase-CE6A2FED,strgra1,exact
Megapodius cumingii,Megapodius cumingii,avibase-A3FF8DCA,tabscr1,exact
Megapodius eremita,Megapodius eremita,avibase-5795BC17,melscr1,exact
Megapodius freycinet,Megapodius freycinet,avibase-D3A0B18E,dusscr1,exact
Megapodius reinwardt,Megapodius reinwardt,avibase-73651931,orfscr1,exact
Megarynchus pitangua,Megarynchus pitangua,avibase-8118C647,bobfly1,exact
Megascops albogularis,Megascops albogularis,avibase-F72A3AA5,whtsco1,exact
Megascops asio,Megascops asio,avibase-A69062C8,easowl1,exact
Megascops atricapilla,Megascops atricapilla,avibase-C904ED78,bkcsco1,exact
Megascops centralis,Megascops centralis,avibase-6880BD07,versco2,exact
Megascops choliba,Megascops choliba,avibase-E2B40A6E,trsowl,exact
Megascops clarkii,Megascops clarkii,avibase-C24A665C,bssowl,exact
Megascops cooperi,Megascops cooperi,avibase-3D44C5CD,pasowl4,exact
Megascops gilesi,Megascops gilesi,avibase-74F795BB,samsco1,exact
Megascops guatemalae,Megascops guatemalae,avibase-024EB09F,vesowl,exact
Megascops hoyi,Megascops hoyi,avibase-A910C62B,mofsco1,exact
Megascops ingens,Megascops ingens,avibase-CA408A36,rufsco1,exact
Megascops kennicottii,Megascops kennicottii,avibase-89F8B6F5,wesowl1,exact
Megascops koepckeae,Megascops koepckeae,avibase-BAC655C3,koesco1,exact
Megascops petersoni,Megascops petersoni,avibase-C2937B68,cinsco1,exact
Megascops roboratus,Megascops roboratus,avibase-D103C517,persco1,exact
Megascops roraimae,Megascops roraimae,avibase-D7F23E22,foosco1,exact
Megascops sanctaecatarinae,Megascops sanctaecatarinae,avibase-2894618C,lotsco1,exact
Megascops seductus,Megascops seductus,avibase-1C5C4EBB,basowl,exact
Megascops trichopsis,Megascops trichopsis,avibase-2E2B24EB,whsowl1,exact
Megascops watsonii,Megascops watsonii,avibase-D33F0493,tabsco1,exact
Megastictus margaritatus,Megastictus margaritatus,avibase-4FB0F5F3,peaant1,exact
Megaxenops parnaguae,Megaxenops parnaguae,avibase-D5387AC3,grexen1,exact
Meiglyptes tristis,Meiglyptes tristis,avibase-C24A0885,burwoo3,exact
Meiglyptes tukki,Meiglyptes tukki,avibase-A858DD82,bunwoo1,exact
Melaenornis edolioides,Melaenornis edolioides,avibase-F188F8C8,nobfly1,exact
Melaenornis fischeri,Melaenornis fischeri,avibase-3809131C,wheslf1,exact
Melaenornis pammelaina,Melaenornis pammelaina,avibase-8A9A7AAA,sobfly1,exact
Melaenornis silens,Sigelus silens,avibase-FD391374,fisfly1,clements_english
Melampitta lugubris,Melampitta lugubris,avibase-3F1AEE95,lesmel1,exact
Melanerpes aurifrons,Melanerpes aurifrons,avibase-88C719E5,gofwoo,exact
Melanerpes cactorum,Melanerpes cactorum,avibase-5EEB01F7,whfwoo1,exact
Melanerpes candidus,Melanerpes candidus,avibase-5CA0BA87,whiwoo1,exact
Melanerpes carolinus,Melanerpes carolinus,avibase-078557F2,rebwoo,exact
Melanerpes chrysauchen,Melanerpes chrysauchen,avibase-CF141866,gonwoo1,exact
Melanerpes chrysogenys,Melanerpes chrysogenys,avibase-100C01C4,gocwoo1,exact
Melanerpes cruentatus,Melanerpes cruentatus,avibase-BFF72DFE,yetwoo2,exact
Melanerpes erythrocephalus,Melanerpes erythrocephalus,avibase-448D91B7,rehwoo,exact
Melanerpes flavifrons,Melanerpes flavifrons,avibase-F90C0962,yefwoo1,exact
Melanerpes formicivorus,Melanerpes formicivorus,avibase-7E327303,acowoo,exact
Melanerpes hoffmannii,Melanerpes hoffmannii,avibase-5EE1961C,hofwoo1,exact
Melanerpes hypopolius,Melanerpes hypopolius,avibase-9CE9EDF7,grbwoo1,exact
Melanerpes lewis,Melanerpes lewis,avibase-E7C9A1F5,lewwoo,exact
Melanerpes portoricensis,Melanerpes portoricensis,avibase-B63209E6,purwoo1,exact
Melanerpes pucherani,Melanerpes pucherani,avibase-8078C2CF,blcwoo1,exact
Melanerpes pygmaeus,Melanerpes pygmaeus,avibase-3F247BBA,yucwoo,exact
Melanerpes radiolatus,Melanerpes radiolatus,avibase-55134E01,jamwoo1,exact
Melanerpes rubricapillus,Melanerpes rubricapillus,avibase-6F6D0E72,recwoo1,exact
Melanerpes striatus,Melanerpes striatus,avibase-3E7320BD,hiswoo1,exact
Melanerpes superciliaris,Melanerpes superciliaris,avibase-0B09B2B5,weiwoo1,exact
Melanerpes uropygialis,Melanerpes uropygialis,avibase-377525FA,gilwoo,exact
Melaniparus afer,Melaniparus afer,avibase-3814F5D0,grytit1,exact
Melaniparus albiventris,Melaniparus albiventris,avibase-C8880D28,whbtit5,exact
Melaniparus cinerascens,Melaniparus cinerascens,avibase-42478D2D,ashtit2,exact
Melaniparus funereus,Melaniparus funereus,avibase-5C54F8C9,dustit2,exact
Melaniparus leucomelas,Melaniparus leucomelas,avibase-BD4E697F,whwblt3,exact
Melaniparus niger,Melaniparus niger,avibase-6EF0803B,soublt1,exact
Melaniparus rufiventris,Melaniparus rufiventris,avibase-5BA4088C,rubtit3,exact
Melaniparus thruppi,Melaniparus thruppi,avibase-610FFD8E,somtit4,exact
Melanitta americana,Melanitta americana,avibase-B7B1A5DD,blksco2,exact
Melanitta fusca,Melanitta fusca,avibase-BAF44E36,whwsco3,exact
Melanitta nigra,Melanitta nigra,avibase-24698199,blksco1,exact
Melanitta perspicillata,Melanitta perspicillata,avibase-624078BA,sursco,exact
Melanochlora sultanea,Melanochlora sultanea,avibase-2D6E3DBD,sultit1,exact
Melanocorypha calandra,Melanocorypha calandra,avibase-BDC24A8A,callar1,exact
Melanocorypha maxima,Melanocorypha maxima,avibase-9AC67428,tiblar1,exact
Melanodera melanodera,Melanodera melanodera,avibase-8116C254,cawfin1,exact
Melanodera xanthogramma,Melanodera xanthogramma,avibase-A8A3D702,yebfin1,exact
Melanodryas cucullata,Melanodryas cucullata,avibase-547BFE9C,hoorob1,exact
Melanodryas vittata,Melanodryas vittata,avibase-F3FC656C,dusrob1,exact
Melanopareia elegans,Melanopareia elegans,avibase-42E4A8D9,elecre1,exact
Melanopareia maranonica,Melanopareia maranonica,avibase-47E71FE1,marcre1,exact
Melanopareia maximiliani,Melanopareia maximiliani,avibase-B75A42C7,olccre1,exact
Melanopareia torquata,Melanopareia torquata,avibase-CA4D206B,colcre1,exact
Melanoptila glabrirostris,Melanoptila glabrirostris,avibase-240F0470,blacat1,exact
Melanorectes nigrescens,Melanorectes nigrescens,avibase-50C1E978,blapit1,exact
Melanospiza bicolor,Melanospiza bicolor,avibase-821B971F,bkfgra,exact
Melanotis caerulescens,Melanotis caerulescens,avibase-C4D41592,blumoc,exact
Melanotis hypoleucus,Melanotis hypoleucus,avibase-67BFEEF0,bawmoc1,exact
Meleagris gallopavo,Meleagris gallopavo,avibase-9C5ED06A,wiltur,exact
Meleagris ocellata,Meleagris ocellata,avibase-729BEC33,ocetur1,exact
Meliarchus sclateri,Meliarchus sclateri,avibase-4E9FEF0B,sacmel1,exact
Melidectes belfordi,Melidectes belfordi,avibase-4EB37F7A,belmel1,exact
Melidectes rufocrissalis,Melidectes rufocrissalis,avibase-B0C5E33C,yebmel1,exact
Melidora macrorrhina,Melidora macrorrhina,avibase-EC72DAC4,hobkin1,exact
Meliphaga lewinii,Meliphaga lewinii,avibase-1EDA991A,lewhon1,exact
Meliphaga notata,Meliphaga notata,avibase-80CAC2CD,yeshon1,exact
Melithreptus affinis,Melithreptus affinis,avibase-C976BB55,blhhon1,exact
Melithreptus albogularis,Melithreptus albogularis,avibase-650D1F07,whthon1,exact
Melithreptus brevirostris,Melithreptus brevirostris,avibase-08DADC05,brhhon1,exact
Melithreptus chloropsis,Melithreptus chloropsis,avibase-8D2780B9,whnhon3,exact
Melithreptus gularis,Melithreptus gularis,avibase-A64689F9,blchon2,exact
Melithreptus lunatus,Melithreptus lunatus,avibase-E4C4AC31,whnhon2,exact
Melithreptus validirostris,Melithreptus validirostris,avibase-4464B512,stbhon2,exact
Mellisuga helenae,Mellisuga helenae,avibase-2AA5F01C,beehum1,exact
Mellisuga minima,Mellisuga minima,avibase-84644567,verhum1,exact
Melocichla mentalis,Melocichla mentalis,avibase-1478AA79,mogwar1,exact
Melopsittacus undulatus,Melopsittacus undulatus,avibase-D17D101A,budger,exact
Melopyrrha portoricensis,Melopyrrha portoricensis,avibase-A234D566,purbul1,exact
Melopyrrha violacea,Melopyrrha violacea,avibase-CAE909E3,grabul1,exact
Melospiza georgiana,Melospiza georgiana,avibase-4E192262,swaspa,exact
Melospiza lincolnii,Melospiza lincolnii,avibase-AF49F890,linspa,exact
Melospiza melodia,Melospiza melodia,avibase-A5F09E05,sonspa,exact
Melozone aberti,Melozone aberti,avibase-2C9B6D93,abetow,exact
Melozone albicollis,Melozone albicollis,avibase-55F64B73,whttow1,exact
Melozone biarcuata,Melozone biarcuata,avibase-36359AD1,pregrs1,exact
Melozone cabanisi,Melozone cabanisi,avibase-2B98D285,pregrs2,exact
Melozone crissalis,Melozone crissalis,avibase-B745D852,caltow,exact
Melozone fusca,Melozone fusca,avibase-FE69A9C4,cantow,exact
Melozone kieneri,Melozone kieneri,avibase-876C97F1,rcgspa1,exact
Melozone leucotis,Melozone leucotis,avibase-10596E74,whegrs2,exact
Menura alberti,Menura alberti,avibase-05554FAE,alblyr1,exact
Menura novaehollandiae,Menura novaehollandiae,avibase-952F5682,suplyr1,exact
Mergellus albellus,Mergellus albellus,avibase-F1F52036,smew,exact
Mergus merganser,Mergus merganser,avibase-407E2CA8,commer,exact
Mergus serrator,Mergus serrator,avibase-8DB64266,rebmer,exact
Merops albicollis,Merops albicollis,avibase-03C4A0C9,wtbeat1,exact
Merops apiaster,Merops apiaster,avibase-66AA3934,eubeat1,exact
Merops bullockoides,Merops bullockoides,avibase-38507A80,wfbeat1,exact
Merops bulocki,Merops bulocki,avibase-E6DC5DA1,rtbeat1,exact
Merops hirundineus,Merops hirundineus,avibase-910E6D86,stbeat1,exact
Merops leschenaulti,Merops leschenaulti,avibase-F8652F4F,chbeat1,exact
Merops oreobates,Merops oreobates,avibase-B85B93BB,ccbeat1,exact
Merops orientalis,Merops orientalis,avibase-759AD1FB,grnbee3,exact
Merops ornatus,Merops ornatus,avibase-3EDF8B55,rabeat1,exact
Merops persicus,Merops persicus,avibase-6EE45113,bcbeat1,exact
Merops philippinus,Merops philippinus,avibase-809951F0,btbeat1,exact
Merops pusillus,Merops pusillus,avibase-C0A68CA0,libeat1,exact
Merops superciliosus,Merops superciliosus,avibase-AC89B8FF,mabeat1,exact
Merops variegatus,Merops variegatus,avibase-A90C512F,bbbeat2,exact
Merops viridis,Merops viridis,avibase-457420DA,btbeat2,exact
Merulaxis ater,Merulaxis ater,avibase-0F9BA2F8,slabri1,exact
Mesembrinibis cayennensis,Mesembrinibis cayennensis,avibase-08DD4E80,greibi1,exact
Mesitornis unicolor,Mesitornis unicolor,avibase-9963109A,bromes1,exact
Mesitornis variegatus,Mesitornis variegatus,avibase-ABDA1FE5,whbmes2,exact
Metallura tyrianthina,Metallura tyrianthina,avibase-7AEDC014,tyrmet1,exact
Metallura williami,Metallura williami,avibase-8023D26D,virmet1,exact
Metopidius indicus,Metopidius indicus,avibase-CE89BE6D,brwjac1,exact
Metopothrix aurantiaca,Metopothrix aurantiaca,avibase-6E14FE47,orfplu2,exact
Metriopelia melanoptera,Metriopelia melanoptera,avibase-C28815B3,bwgdov1,exact
Micrastur buckleyi,Micrastur buckleyi,avibase-C55F4BB0,buffal1,exact
Micrastur gilvicollis,Micrastur gilvicollis,avibase-780CB54B,liffal1,exact
Micrastur mintoni,Micrastur mintoni,avibase-6A9FF1B8,cryfof1,exact
Micrastur mirandollei,Micrastur mirandollei,avibase-553F3A66,sbffal1,exact
Micrastur ruficollis,Micrastur ruficollis,avibase-846E1C25,baffal1,exact
Micrastur semitorquatus,Micrastur semitorquatus,avibase-8217BC4F,coffal1,exact
Micrathene whitneyi,Micrathene whitneyi,avibase-D74BA965,elfowl,exact
Microbates cinereiventris,Microbates cinereiventris,avibase-0AA19250,tafgna1,exact
Microbates collaris,Microbates collaris,avibase-2C4579F1,colgna1,exact
Microcarbo niger,Microcarbo niger,avibase-60EA3FA9,litcor1,exact
Microcerculus bambla,Microcerculus bambla,avibase-E4221D69,wibwre1,exact
Microcerculus marginatus,Microcerculus marginatus,avibase-A7667D10,scbwre1,exact
Microcerculus philomela,Microcerculus philomela,avibase-85F08EC1,nigwre1,exact
Microcerculus ustulatus,Microcerculus ustulatus,avibase-31AE7224,fluwre1,exact
Microeca fascinans,Microeca fascinans,avibase-C5A5486E,jacwin1,exact
Microeca flavigaster,Microeca flavigaster,avibase-42231432,lebfly3,exact
Microhierax fringillarius,Microhierax fringillarius,avibase-1C041C1A,bltfal1,exact
Micromonacha lanceolata,Micromonacha lanceolata,avibase-BF431930,lanmon1,exact
Micronisus gabar,Micronisus gabar,avibase-922DE9C1,gabgos2,exact
Micropsitta finschii,Micropsitta finschii,avibase-F26F4039,fippar1,exact
Micropternus brachyurus,Micropternus brachyurus,avibase-663A7CCA,rufwoo2,exact
Micropygia schomburgkii,Rufirallus schomburgkii,avibase-0B09BDCD,ocecra1,clements_english
Microrhopias quixensis,Microrhopias quixensis,avibase-49D57DF3,dowant1,exact
Microspingus cabanisi,Microspingus cabanisi,avibase-601710FE,gytwaf1,exact
Microspingus erythrophrys,Microspingus erythrophrys,avibase-B9D99EE0,rbwfin2,exact
Microspingus lateralis,Microspingus lateralis,avibase-563FA241,rrwfin1,exact
Microspingus melanoleucus,Microspingus melanoleucus,avibase-BDF69BEE,bcwfin2,exact
Microspingus torquatus,Microspingus torquatus,avibase-0F74F559,riwfin1,exact
Microxenops milleri,Microxenops milleri,avibase-4405C73D,rutxen1,exact
Milvago chimachima,Daptrius chimachima,avibase-BA33DDD5,yehcar1,clements_english
Milvago chimango,Daptrius chimango,avibase-919D7CD8,chicar1,clements_english
Milvus migrans,Milvus migrans,avibase-06D9A2C8,blakit1,exact
Milvus milvus,Milvus milvus,avibase-451D6FC8,redkit1,exact
Mimus dorsalis,Mimus dorsalis,avibase-38961C3A,brbmoc1,exact
Mimus gilvus,Mimus gilvus,avibase-1281617B,tromoc,exact
Mimus gundlachii,Mimus gundlachii,avibase-38C451EA,bahmoc,exact
Mimus longicaudatus,Mimus longicaudatus,avibase-BF9BFD26,lotmoc1,exact
Mimus patagonicus,Mimus patagonicus,avibase-ADEDDFD6,patmoc1,exact
Mimus polyglottos,Mimus polyglottos,avibase-7EFF698D,normoc,exact
Mimus saturninus,Mimus saturninus,avibase-F0CD0BD7,chbmoc1,exact
Mimus thenca,Mimus thenca,avibase-7EEE7E61,chimoc1,exact
Mimus triurus,Mimus triurus,avibase-CE56D85A,whbmoc1,exact
Minla ignotincta,Minla ignotincta,avibase-63449558,retmin1,exact
Mino dumontii,Mino dumontii,avibase-645D0A23,yefmyn1,exact
Mino kreffti,Mino kreffti,avibase-2F1EB496,lotmyn1,exact
Mionectes macconnelli,Mionectes macconnelli,avibase-7379144B,mccfly1,exact
Mionectes oleagineus,Mionectes oleagineus,avibase-0EFCDBB8,ocbfly1,exact
Mionectes olivaceus,Mionectes olivaceus,avibase-F083DCE5,y01249,exact
Mionectes rufiventris,Mionectes rufiventris,avibase-900B219B,gyhfly1,exact
Mionectes striaticollis,Mionectes striaticollis,avibase-9A4AE6AE,stnfly1,exact
Mirafra affinis,Plocealauda affinis,avibase-9C691722,jerbus2,clements_english
Mirafra africana,Corypha africana,avibase-EB9CE6A2,runlar1,clements_english
Mirafra apiata,Corypha apiata,avibase-6E24D502,caclar1,clements_english
