scientific_name,name
Sturnia blythii,マラバームクドリ
Sturnia erythropygia,アンダマンムクドリ
Sturnia malabarica,インドコムクドリ
Sturnia pagodarum,ズグロムクドリ
Sturnia sinensis,カラムクドリ
Sturnornis albofrontatus,シロガオムクドリ
Sturnus unicolor,ムジホシムクドリ
Sturnus vulgaris,ホシムクドリ
Sublegatus arenarum,キタヤブハエトリ
Sublegatus modestus,ミナミヤブハエトリ
Sublegatus obscurior,ウスグロヤブハエトリ
Sugomel lombokium,ロンボクミツスイ
Sugomel nigrum,シロクロミツスイ
Suiriri suiriri,スイリリハエトリ
Sula brewsteri,シロガシラカツオドリ
Sula dactylatra,アオツラカツオドリ
Sula granti,ナスカカツオドリ
Sula leucogaster,カツオドリ
Sula nebouxii,アオアシカツオドリ
Sula sula,アカアシカツオドリ
Sula variegata,ペルーカツオドリ
Surnia ulula,オナガフクロウ
Surniculus dicruroides,エンビオウチュウカッコウ
Surniculus lugubris,オウチュウカッコウ
Surniculus musschenbroeki,モルッカオウチュウカッコウ
Surniculus velutinus,フィリピンオウチュウカッコウ
Suthora alphonsiana,ハイノドダルマエナガ
Suthora atrosuperciliaris,ズアカダルマエナガ
Suthora brunnea,ウンナンダルマエナガ
Suthora conspicillata,メジロダルマエナガ
Suthora davidiana,ノドグロダルマエナガ
Suthora fulvifrons,アカバネダルマエナガ
Suthora nipalensis,キバネダルマエナガ
Suthora przewalskii,ハイズキンダルマエナガ
Suthora verreauxi,キンイロダルマエナガ
Suthora webbiana,ダルマエナガ
Suthora zappeyi,ウスグロダルマエナガ
Swynnertonia swynnertoni,ハイガシラヤブコマ
Sylvia abyssinica,アビシニアムジチメドリ
Sylvia atricapilla,ズグロムシクイ
Sylvia atriceps,ルウェンゾリムジチメドリ
Sylvia borin,ニワムシクイ
Sylvia dohrni,ヒタキチメドリ
Sylvia galinieri,ネコチメドリ
Sylvia nigricapillus,ズグロハシジロチメドリ
Sylvietta brachyura,チビオムシクイ
Sylvietta denti,キバラチビオムシクイ
Sylvietta isabellina,ソマリアハシナガチビオムシクイ
Sylvietta leucophrys,マミジロチビオムシクイ
Sylvietta philippae,コバシチビオムシクイ
Sylvietta rufescens,ハシナガチビオムシクイ
Sylvietta ruficapilla,ズアカチビオムシクイ
Sylvietta virens,ミドリチビオムシクイ
Sylvietta whytii,アカガオチビオムシクイ
Sylviorthorhynchus desmurii,フタオカマドドリ
Sylviorthorhynchus yanacensis,チャイロエナガカマドドリ
Sylviparus modestus,キマユガラ
Syma megarhyncha,ヤマキバシショウビン
Syma torotoro,キバシショウビン
Symposiachrus axillaris,ワキジロカササギビタキ
Symposiachrus barbatus,マダラカササギビタキ
Symposiachrus boanensis,クロアゴカササギビタキ
Symposiachrus brehmii,ビアクカササギビタキ
Symposiachrus browni,ホオジロカササギビタキ
Symposiachrus everetti,シロビタイカササギビタキ
Symposiachrus guttula,シラボシカササギビタキ
Symposiachrus infelix,アドミラルチーカササギビタキ
Symposiachrus julianae,コフィアウカササギビタキ
Symposiachrus leucurus,ケイカササギビタキ
Symposiachrus loricatus,クロカササギビタキ
Symposiachrus manadensis,パプアカササギビタキ
Symposiachrus menckei,シロカササギビタキ
Symposiachrus mundus,タニンバルカササギビタキ
Symposiachrus rubiensis,チャイロカササギビタキ
Symposiachrus sacerdotum,フロレスカササギビタキ
Symposiachrus trivirgatus,メンガタカササギビタキ
Symposiachrus verticalis,ズグロカササギビタキ
Symposiachrus vidua,シロエリカササギビタキ
Synallaxis albescens,ムナジロオナガカマドドリ
Synallaxis albigularis,ノドジロオナガカマドドリ
Synallaxis albilora,パラグアイオナガカマドドリ
Synallaxis azarae,ミヤマオナガカマドドリ
Synallaxis beverlyae,オリノコオナガカマドドリ
Synallaxis brachyura,ススイロカマドドリ
Synallaxis cabanisi,チャイロオナガカマドドリ
Synallaxis candei,シロヒゲカマドドリ
Synallaxis castanea,ノドグロオナガカマドドリ
Synallaxis cherriei,クリノドオナガカマドドリ
Synallaxis chinchipensis,ペルーヒメオナガカマドドリ
Synallaxis cinerascens,ハイバラオナガカマドドリ
Synallaxis cinerea,バイアカマドドリ
Synallaxis cinnamomea,ゴマダラカマドドリ
Synallaxis courseni,アプリマックカマドドリ
Synallaxis erythrothorax,ムネアカオナガカマドドリ
Synallaxis frontalis,ハイビタイカマドドリ
Synallaxis fuscorufa,サビイロオナガカマドドリ
Synallaxis gujanensis,ムジボウシカマドドリ
Synallaxis hellmayri,アカカタカマドドリ
Synallaxis hypochondriaca,ペルーオオカマドドリ
Synallaxis hypospodia,ハイムネオナガカマドドリ
Synallaxis infuscata,ブラジルオナガカマドドリ
Synallaxis kollari,チャミミカマドドリ
Synallaxis macconnelli,ベネズエラオナガカマドドリ
Synallaxis maranonica,ペルーオナガカマドドリ
Synallaxis moesta,アカボウシカマドドリ
Synallaxis ruficapilla,ズアカオナガカマドドリ
Synallaxis rutilans,オグロオナガカマドドリ
Synallaxis scutata,キホオオナガカマドドリ
Synallaxis spixi,キバネオナガカマドドリ
Synallaxis stictothorax,ヒメオナガカマドドリ
Synallaxis subpudica,ギンノドオナガカマドドリ
Synallaxis tithys,カオグロカマドドリ
Synallaxis unirufa,アカオナガカマドドリ
Synallaxis zimmeri,アカハラカマドドリ
Syndactyla dimidiata,チャイロマユカマドドリ
Syndactyla guttulata,キノドマユカマドドリ
Syndactyla roraimae,ノドジロカマドドリ
Syndactyla ruficollis,アカエリカマドドリ
Syndactyla rufosuperciliata,キマユカマドドリ
Syndactyla striata,ボリビアマユカマドドリ
Syndactyla subalaris,キスジカマドドリ
Syndactyla ucayalae,ハシブトマユカマドドリ
Synoicus adansonii,アオヒメウズラ
Synoicus chinensis,ヒメウズラ
Synoicus monorthonyx,ユキヤマウズラ
Synoicus ypsilophorus,ヌマウズラ
Synorhacma multistriata,タスジインコ
Synthliboramphus antiquus,ウミスズメ
Synthliboramphus craveri,クラベリーウミスズメ
Synthliboramphus hypoleucus,セグロウミスズメ
Synthliboramphus scrippsi,スクリップスウミスズメ
Synthliboramphus wumizusume,カンムリウミスズメ
Sypheotides indicus,インドショウノガン
Syrigma sibilatrix,キムネゴイ
Syrmaticus ellioti,カラヤマドリ
Syrmaticus humiae,ビルマカラヤマドリ
Syrmaticus mikado,ミカドキジ
Syrmaticus reevesii,オナガキジ
Syrmaticus soemmerringii,ヤマドリ
Syrrhaptes paradoxus,サケイ
Syrrhaptes tibetanus,チベットサケイ
Syrtidicola fluviatilis,ヒメイワタイランチョウ
Systellura longirostris,ハシナガヨタカ
Taccocua leschenaultii,タテフバンケンモドキ
Tachornis furcata,ヒメエンビアマツバメ
Tachornis phoenicobia,アメリカヤシアマツバメ
Tachornis squamata,オナガヤシアマツバメ
Tachuris rubrigastra,ゴシキタイランチョウ
Tachybaptus dominicus,ヒメカイツブリ
Tachybaptus novaehollandiae,ノドグロカイツブリ
Tachybaptus pelzelnii,マダガスカルカイツブリ
Tachybaptus ruficollis,カイツブリ
Tachybaptus rufolavatus,ワキアカカイツブリ
Tachycineta albilinea,シロオビミドリツバメ
Tachycineta albiventer,ハジロミドリツバメ
Tachycineta bicolor,ミドリツバメ
Tachycineta cyaneoviridis,バハマツバメ
Tachycineta euchrysea,キンイロツバメ
Tachycineta leucopyga,チリルリツバメ
Tachycineta leucorrhoa,コシジロミドリツバメ
Tachycineta stolzmanni,ペルーミドリツバメ
Tachycineta thalassina,スミレミドリツバメ
Tachyeres brachypterus,フナガモ
Tachyeres leucocephalus,アルゼンチンフナガモ
Tachyeres patachonicus,トビフナガモ
Tachyeres pteneres,オオフナガモ
Tachymarptis aequatorialis,マダラアマツバメ
Tachymarptis melba,シロハラアマツバメ
Tachyphonus coronatus,ヒノデクロフウキンチョウ
Tachyphonus delatrii,チャボウシクロフウキンチョウ
Tachyphonus phoenicius,アカカタクロフウキンチョウ
Tachyphonus rufus,クロフウキンチョウ
Tachyphonus surinamus,キゴシクロフウキンチョウ
Tachyspiza albogularis,ノドジロオオタカ
Tachyspiza badia,タカサゴダカ
Tachyspiza brachyura,シロハラツミ
Tachyspiza brevipes,レバントハイタカ
Tachyspiza butleri,ニコバルハイタカ
Tachyspiza cirrocephala,アカエリツミ
Tachyspiza erythrauchen,モルッカツミ
Tachyspiza erythropus,ニシアフリカツミ
Tachyspiza fasciata,アカハラオオタカ
Tachyspiza francesiae,シロハラハイタカ
Tachyspiza gularis,ツミ
Tachyspiza haplochroa,ムナグロオオタカ
Tachyspiza henicogramma,チャバラオオタカ
Tachyspiza hiogaster,カワリオオタカ
Tachyspiza imitator,シロクロオオタカ
Tachyspiza luteoschistacea,アオハイタカ
Tachyspiza melanochlamys,クロアカオオタカ
Tachyspiza minulla,アフリカツミ
Tachyspiza nanus,セレベスツミ
Tachyspiza novaehollandiae,ハイイロオオタカ
Tachyspiza poliocephala,ハイガシラオオタカ
Tachyspiza princeps,オオハイガシラオオタカ
Tachyspiza rhodogaster,ムネアカツミ
Tachyspiza rufitorques,フィジーオオタカ
Tachyspiza soloensis,アカハラダカ
Tachyspiza trinotata,シラボシオオタカ
Tachyspiza virgata,ミナミツミ
Tadorna cana,ネズミガシラツクシガモ
Tadorna cristata,カンムリツクシガモ
Tadorna ferruginea,アカツクシガモ
Tadorna tadorna,ツクシガモ
Tadorna tadornoides,クビワアカツクシガモ
Tadorna variegata,クロアカツクシガモ
Taenioptynx brodiei,ヒメフクロウ
Taenioptynx sylvaticus,スンダヒメフクロウ
Taeniopygia castanotis,クリミミキンカチョウ
Taeniopygia guttata,キンカチョウ
Taeniotriccus andrei,アカガオタイランチョウ
Talaphorus chlorocercus,キボシミズベハチドリ
Talegalla cuvieri,アカハシツカツクリ
Talegalla fuscirostris,ハシグロツカツクリ
Talegalla jobiensis,チャエリツカツクリ
Tangara arthus,キンイロフウキンチョウ
Tangara brasiliensis,シロハラフウキンチョウ
Tangara callophrys,シロボウシフウキンチョウ
Tangara chilensis,ナナイロフウキンチョウ
Tangara chrysotis,キミミフウキンチョウ
Tangara cyanocephala,エリアカフウキンチョウ
Tangara cyanotis,アオマユフウキンチョウ
Tangara cyanoventris,キガオフウキンチョウ
Tangara desmaresti,ヤイロフウキンチョウ
Tangara dowii,サザナミフウキンチョウ
Tangara fastuosa,ニシキフウキンチョウ
Tangara florida,キゴシミドリフウキンチョウ
Tangara fucosa,アオエリフウキンチョウ
Tangara gyrola,チャガシラフウキンチョウ
Tangara icterocephala,ギンノドフウキンチョウ
Tangara inornata,ルリカタフウキンチョウ
Tangara johannae,アオヒゲフウキンチョウ
Tangara labradorides,テリミドリフウキンチョウ
Tangara lavinia,チャバネフウキンチョウ
Tangara mexicana,トルコイシフウキンチョウ
Tangara nigroviridis,ギンボシフウキンチョウ
Tangara parzudakii,アカガオフウキンチョウ
Tangara rufigenis,ホオアカフウキンチョウ
Tangara schrankii,キミドリフウキンチョウ
Tangara seledon,ミドリズキンフウキンチョウ
Tangara vassorii,アオフウキンチョウ
Tangara velia,ムラサキフウキンチョウ
Tangara xanthocephala,キガシラフウキンチョウ
Tanygnathus gramineus,クロビタイオオハナインコモドキ
Tanygnathus lucionensis,コオオハナインコモドキ
Tanygnathus megalorynchos,オオハナインコモドキ
Tanygnathus sumatranus,ササハインコ
Tanysiptera carolinae,アオムネラケットカワセミ
Tanysiptera danae,チャガシララケットカワセミ
Tanysiptera ellioti,シロハララケットカワセミ
Tanysiptera galatea,ラケットカワセミ
Tanysiptera hydrocharis,アルーラケットカワセミ
Tanysiptera nympha,アカハララケットカワセミ
Tanysiptera riedelii,ビアクラケットカワセミ
Tanysiptera sylvia,シラオラケットカワセミ
Taoniscus nanus,マメシギダチョウ
Tapera naevia,セスジカッコウ
Taphrolesbia griseiventris,オナガハチドリ
Taphrospilus hypostictus,ウロコハチドリ
Taraba major,オオアリモズ
Tarphonomus certhioides,チャイロイワカマドドリ
Tarphonomus harterti,ボリビアイワカマドドリ
Tarsiger chrysaeus,キンイロヒタキ
Tarsiger cyanurus,ルリビタキ
Tarsiger hyperythrus,チャムネヒタキ
Tarsiger indicus,キクチヒタキ
Tarsiger johnstoniae,アリサンヒタキ
Tarsiger rufilatus,ヒマラヤルリビタキ
Tauraco bannermani,ニシアカガシラエボシドリ
Tauraco corythaix,エボシドリ
Tauraco erythrolophus,アカガシラエボシドリ
Tauraco fischeri,フィッシャーエボシドリ
Tauraco hartlaubi,オウカンエボシドリ
Tauraco leucolophus,シロガシラエボシドリ
Tauraco livingstonii,リビングストンエボシドリ
Tauraco macrorhynchus,ハシブトエボシドリ
Tauraco persa,ギニアエボシドリ
Tauraco rossae,ムラサキエボシドリ
Tauraco schalowi,シャローエボシドリ
Tauraco schuettii,ハシグロエボシドリ
Tauraco violaceus,ニシムラサキエボシドリ
Tchagra australis,チャガシラヤブモズ
Tchagra jamesi,ハイイロヤブモズ
Tchagra senegalus,チャイロヤブモズ
Tchagra tchagra,マユジロヤブモズ
Telacanthura melanopygia,コンゴハリオアマツバメ
Telacanthura ussheri,ノドフハリオアマツバメ
Teledromas fuscus,スナイロオタテドリ
Telespiza cantans,レイサンハワイマシコ
Telespiza ultima,ニホアハワイマシコ
Telophorus dohertyi,アカガオミドリモズ
Telophorus viridis,ゴシキミドリヤブモズ
Telophorus zeylonus,キノドミドリヤブモズ
Temnurus temnurus,キリオオナガ
Tephrodornis affinis,スリランカサンショウクイ
Tephrodornis pondicerianus,モズサンショウクイ
Tephrodornis sylvicola,マラバーモズサンショウクイ
